Neighborhood_Tabulation_Area_Code__NTA_Code_,Neighborhood_Tabulation_Area_Name__NTA_NAME_,Borough_Name,Total_Population,Population_Density__per_Sq__Mi__,Total_Number_of_Households,Area__Sq__Mi__,Street_Mileage,Home_Broadband_Adoption__Percentage_of_Households_,"Home_Broadband_Adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Broadband_Adoption__Percentage_of_Households_,"Mobile_broadband_adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Dependent_Households__Percentage_of_Households_,"Mobile_Dependent_Households_Categorized_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Residential_Broadband_Choice_Average_by_NTA,"Residential_Broadband_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_ISP_Choice_Average_by_NTA,"Commercial_Fiber_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_Max_ISP_Choice_by_NTA,"Commercial_Fiber_Max_ISP_Choice_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Percentage_of_Blocks_without_a_Commercial_Fiber_Provider,Percentage_of_Blocks_without_a_Commercial_Fiber_Provider_by_Quartiles,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=25_Mbps__Broadband_Speed_,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=900_Mbps,Number_of_Public_Computer_Centers_with_free_public_Wi-Fi,Public_Wi-Fi_in_NYC_Count,Number_of_Free_Public_Wi-Fi_Access_Points_in_a_Pedestrian_Corridor,Available_Free_Public_Wi-Fi_in_a_Pedestrian_Corridor__Y/N_,Estimated_Number_of_Businesses,Number_of_Households,Total_Accounts,Account_Density,Account_Density_Quartile,Population_Projections_2050,Households_Receiving_Benefits,Estimated_Lifeline_Eligible_Households,Supportive_Housing__NYCDHS_,Low-Income_Housing__NYCHA_,Presence_of_IBZs,Number_of_NYCHA_Buildings,Number_of_Public_Schools,Number_of_DCAS_Buildings,Number_of_NYC_H+H_Buildings,City_Buildings_with_High_Rooftops__7+_Floors__Capacity_by_Quartile,Street_Furniture:_FDNY_Call_Boxes,Street_Furniture:_Parking_Pay_Stations,Street_Furniture:_Bus_Stop_Shelters,Street_Furniture:_Bike_Shelters,Street_Furniture:_City_Benches,LinkNYC_Kiosks,WalkNYC_Sign_Locations,Poles_Reserved_by_Mobile_Telecom_Franchisee,Pole_with_Equipment_Installed_by_Mobile_Telecom_Franchise,Density_of_Poles_Reserved_and_with_Equipment_Installed_for_Mobile_Telecom_Franchise,Mobile_Telecom_Franchise_Pole_Density_Level_by_Quartile,Empire_City_Subway_Coverage__Percentage_,Percentage_of_Households_with_fewer_than_3_broadband_options_available,Number_of_Fixed_Wireless_Providers_Available,Estimated_Aerial_Plant_Coverage__Percentage_,Estimated_Underground_Plant_Coverage__Percentage_,Geographic_Variations_in_Fiber_Delivery_Modes_by_NTA,Estimated_Underground_Utility_Conflict_Volume,Utility_Pole_Make_Ready_Estimated_Required_Number_of_Moves,Utility_Pole_Make-Ready_-_Estimated_Relative_Volume,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient_by_Quartile,"Fiber_Drops,_Estimated_Relative_Costs","Indoor_Cabling_for_Multiple_Dwelling_Units,_Estimated__Relative_Costs","Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution","Percentage_Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution",Estimated_number_of_radio_sites_for_CBRS_coverage,Estimated_number_of_radio_sites_for_mmWave_coverage_in_optimal_areas,Sample_of_NTA_Field_Surveyed?__Y/N_,Reviewed_for_Underground_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Aerial_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Millimeter_Wave_Fixed_Wireless_Access?__Y/N_,Field_Survey_Findings,Percentage_of_Blocks_WITH_Commercial_Fiber_Provider,Size_of_Population_Growth_by_2030,2030_Population_Density,Pole_Rich,Pop_Growth_Rate
BK09,Brooklyn Heights-Cobble Hill,Brooklyn,24140,67407.17,11115,0.36,19,0.85,High,0.82,High,0.04,Medium Low,2.6,High,2.0,High,6,High,0.27,High,1.0,1.0,2,27,17,True,3097.0,11115.0,14212.0,748.0,High,25509.0,42.0,225.0,0.0,0.0,False,0.0,1.0,4.0,0.0,High,45.0,65.0,6.0,0.0,10.0,5.0,0,6.0,19.0,1.32,High,0.0,0.25,2.0,0.0,0.88,Underground Network Areas,High,4.5,High,1.22,Medium High,High,Low,YES,0.37,174.0,39.0,NO,NO,NO,NO,NONE,0.73,1369.0,70858.33333333334,Poles Reserved Below Average,Unknown
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,66293,29178.73,26150,2.27,80,0.74,Medium High,0.62,Low,0.04,Medium Low,1.8,Low,1.1,Low,3,Medium High,0.19,Medium High,0.99,0.76,3,18,0,False,2474.0,26150.0,28624.0,358.0,Medium Low,71948.0,711.0,3976.0,0.0,2204.0,False,7.0,13.0,12.0,0.0,High,77.0,122.0,35.0,0.0,7.0,0.0,4,11.0,23.0,0.43,Medium Low,0.0,1.0,1.0,0.96,0.53,Above and Underground Network,Average,4.0,Average,2.45,High,Average,Average,YES,0.25,86.0,29.0,NO,NO,NO,NO,NONE,0.81,5655.0,31695.154185022027,Poles Reserved Above Average,Unknown
BK19,Brighton Beach,Brooklyn,34157,55432.8,14557,0.62,23,0.62,Low,0.52,Low,0.04,Medium Low,1.8,Low,1.3,Medium-Low,3,Medium High,0.19,Medium High,0.99,0.76,3,1,0,False,2651.0,14557.0,17208.0,748.0,High,39608.0,523.0,2819.0,0.0,0.0,False,0.0,5.0,2.0,1.0,Medium Low,33.0,94.0,14.0,0.0,4.0,0.0,6,7.0,5.0,0.52,Medium Low,0.0,0.97,1.0,0.59,0.83,Above and Underground Network,High,4.5,High,1.43,High,High,Low,YES,0.62,56.0,8.0,NO,NO,NO,NO,NONE,0.81,5451.0,63883.87096774194,Poles Reserved Below Average,High Growth
BK21,Seagate-Coney Island,Brooklyn,29677,21334.49,11236,1.39,25,0.59,Low,0.54,Low,0.06,High,1.8,Low,1.2,Low,3,Medium High,0.2,Medium High,0.99,0.76,5,32,0,False,771.0,11236.0,12007.0,480.0,Medium High,40788.0,748.0,2980.0,116.0,4098.0,False,9.0,5.0,9.0,0.0,Low,31.0,38.0,15.0,0.0,10.0,0.0,4,13.0,4.0,0.68,Medium High,0.0,1.0,2.0,0.63,0.42,Above and Underground Network,Average,4.5,High,1.0,Medium High,Average,Average,YES,0.36,82.0,0.0,YES,NO,YES,YES,"Low make-ready requirements. Some locations had telecom service drops crossing the roadway without proper clearance
Area suitable for fixed wireless.",0.8,11111.0,29343.884892086335,Poles Reserved Above Average,Unknown
BK23,West Brighton,Brooklyn,15754,50261.26,8401,0.31,12,0.61,Low,0.54,Low,0.05,Medium High,1.4,Low,1.5,Medium-High,3,Medium High,0.33,High,1.0,0.36,0,0,0,False,719.0,8401.0,9120.0,760.0,High,19016.0,245.0,846.0,0.0,0.0,False,0.0,7.0,0.0,0.0,Medium Low,11.0,18.0,14.0,1.0,1.0,0.0,2,2.0,5.0,0.58,Medium Low,0.0,0.97,1.0,0.07,0.94,Above and Underground Network,High,4.5,High,0.76,Medium Low,High,Low,YES,0.37,185.0,35.0,NO,NO,NO,NO,NONE,0.6699999999999999,3262.0,61341.93548387097,Poles Reserved Below Average,Unknown
BK25,Homecrest,Brooklyn,44516,41381.28,15528,1.08,36,0.73,Medium High,0.68,Low,0.06,High,2.1,Medium High,1.3,Medium-Low,3,Medium High,0.07,Medium Low,1.0,0.96,2,1,0,False,2165.0,15528.0,17693.0,491.0,Medium High,52425.0,433.0,2767.0,0.0,0.0,False,0.0,3.0,9.0,0.0,Medium Low,44.0,178.0,18.0,0.0,5.0,0.0,0,5.0,9.0,0.39,Low,0.0,0.88,2.0,0.62,0.55,Above and Underground Network,Average,4.5,High,1.52,High,Average,Average,YES,0.11,138.0,74.0,NO,NO,NO,NO,NONE,0.9299999999999999,7909.0,48541.666666666664,Poles Reserved Below Average,Unknown
BK26,Gravesend,Brooklyn,30288,26942.47,11445,1.12,30,0.67,Medium Low,0.64,Low,0.06,High,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.12,Medium High,1.0,0.86,2,1,0,False,2061.0,11445.0,13506.0,450.0,Medium High,32120.0,513.0,2558.0,0.0,1765.0,False,3.0,10.0,4.0,0.0,Medium Low,45.0,50.0,12.0,0.0,3.0,0.0,0,2.0,4.0,0.2,Low,0.0,1.0,1.0,1.0,0.44,Above and Underground Network,Average,4.0,Average,1.14,Medium High,Average,Average,YES,0.41,123.0,59.0,NO,NO,NO,NO,NONE,0.88,1832.0,28678.571428571428,Poles Reserved Below Average,Low Growth
BK27,Bath Beach,Brooklyn,33163,45025.64,11204,0.74,26,0.75,Medium High,0.71,Medium High,0.04,Medium Low,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.24,High,0.92,0.69,1,8,0,False,1658.0,11204.0,12862.0,495.0,Medium High,33499.0,405.0,1929.0,0.0,0.0,False,0.0,4.0,6.0,0.0,Medium Low,34.0,57.0,9.0,0.0,2.0,0.0,0,8.0,8.0,0.62,Medium High,0.0,0.87,2.0,0.62,0.93,Above and Underground Network,Average,4.0,Average,1.12,Medium High,Average,Average,YES,0.17,39.0,5.0,NO,NO,NO,NO,NONE,0.76,336.0,45268.91891891892,Poles Reserved Below Average,Unknown
BK28,Bensonhurst West,Brooklyn,91646,54747.36,30079,1.67,51,0.71,Medium High,0.69,Medium Low,0.05,Medium High,2.5,Medium High,1.4,Medium-High,3,Medium High,0.33,High,0.99,0.97,1,0,0,False,1990.0,30079.0,32069.0,629.0,Medium High,97134.0,1063.0,6250.0,0.0,0.0,False,0.0,9.0,1.0,0.0,Medium Low,53.0,226.0,18.0,0.0,13.0,0.0,1,15.0,9.0,0.47,Medium Low,0.0,0.6,2.0,0.29,0.97,Above and Underground Network,Average,4.5,High,2.73,High,Average,Average,YES,0.05,49.0,4.0,NO,NO,NO,NO,NONE,0.6699999999999999,5488.0,58164.071856287424,Poles Reserved Above Average,High Growth
BK29,Bensonhurst East,Brooklyn,64267,50080.12,22373,1.28,42,0.71,Medium Low,0.69,Medium Low,0.05,Medium High,2.4,Medium High,1.2,Medium-Low,3,Medium High,0.14,Medium High,1.0,0.95,2,2,0,False,2093.0,22373.0,24466.0,583.0,Medium High,70340.0,859.0,4853.0,0.0,0.0,False,0.0,10.0,4.0,0.0,Medium Low,59.0,144.0,18.0,0.0,6.0,0.0,1,6.0,7.0,0.31,Low,0.0,0.51,2.0,0.58,0.83,Above and Underground Network,Average,4.5,High,2.07,High,Average,Average,YES,0.16,226.0,13.0,NO,NO,NO,NO,NONE,0.86,6073.0,54953.125,Poles Reserved Below Average,High Growth
BK30,Dyker Heights,Brooklyn,45877,42761.82,14720,1.07,35,0.74,Medium High,0.72,Medium High,0.04,Medium Low,3.1,High,1.5,Medium-High,3,Medium High,0.04,Low,1.0,1.0,2,7,0,False,1462.0,14720.0,16182.0,462.0,Medium High,48262.0,472.0,3202.0,0.0,0.0,False,0.0,5.0,3.0,0.0,Medium Low,43.0,79.0,13.0,0.0,7.0,0.0,0,3.0,3.0,0.17,Low,0.0,0.07,2.0,0.87,0.23,Above and Underground Network,Average,4.0,Average,1.39,Medium High,Average,Average,NO,0.0,149.0,4.0,YES,YES,NO,NO,Average underground interference from existing utilities.,0.96,2385.0,45104.67289719626,Poles Reserved Below Average,Low Growth
BK31,Bay Ridge,Brooklyn,79134,32870.32,33320,2.41,87,0.76,Medium High,0.74,Medium High,0.05,Medium High,2.2,Medium High,1.2,Medium-Low,2,Medium Low,0.41,High,0.95,0.95,4,8,0,False,2080.0,33320.0,35400.0,407.0,Medium Low,88290.0,1198.0,4091.0,0.0,0.0,False,0.0,8.0,8.0,0.0,Medium Low,93.0,201.0,23.0,0.0,12.0,0.0,1,14.0,22.0,0.41,Low,0.0,0.56,3.0,0.08,0.93,Above and Underground Network,Average,4.0,Average,3.04,High,Average,Average,YES,0.2,322.0,46.0,NO,NO,NO,NO,NONE,0.5900000000000001,9156.0,36634.85477178423,Poles Reserved Above Average,Unknown
BK32,Sunset Park West,Brooklyn,57377,31970.86,16677,1.79,67,0.66,Medium Low,0.71,Medium High,0.05,Medium High,2.3,Medium High,1.8,High,6,High,0.31,High,1.0,1.0,2,18,13,True,1871.0,16677.0,18548.0,277.0,Medium Low,56750.0,559.0,4604.0,0.0,0.0,True,0.0,15.0,3.0,0.0,Medium High,133.0,74.0,12.0,1.0,23.0,13.0,0,12.0,22.0,0.51,Medium Low,0.0,0.44,2.0,0.34,0.85,Above and Underground Network,Average,4.0,Average,1.59,High,Average,Average,YES,0.55,76.0,0.0,NO,NO,NO,NO,NONE,0.69,-627.0,31703.91061452514,Poles Reserved Above Average,Low Growth
BK33,Carroll Gardens-Columbia Street-Red Hook,Brooklyn,42463,26543.74,18140,1.6,57,0.79,High,0.78,High,0.04,Medium Low,2.7,High,1.2,Medium-Low,2,Medium Low,0.29,High,1.0,1.0,3,26,6,True,1402.0,18140.0,19542.0,343.0,Medium Low,43675.0,644.0,1723.0,85.0,1757.0,True,5.0,10.0,3.0,0.0,Medium Low,150.0,59.0,19.0,0.0,12.0,6.0,2,13.0,16.0,0.51,Medium Low,0.0,0.39,2.0,0.54,0.48,Above and Underground Network,Average,4.0,Average,1.67,High,Average,Average,YES,0.52,53.0,13.0,NO,NO,NO,NO,NONE,0.71,1212.0,27296.875,Poles Reserved Above Average,Low Growth
BK34,Sunset Park East,Brooklyn,71850,73847.55,19625,0.97,28,0.68,Medium Low,0.68,Medium Low,0.05,Medium High,3.0,High,1.4,Medium-High,3,Medium High,0.18,Medium High,1.0,1.0,1,0,0,False,2389.0,19625.0,22014.0,786.0,High,76212.0,827.0,8086.0,0.0,0.0,False,0.0,6.0,7.0,0.0,Medium Low,79.0,135.0,13.0,0.0,5.0,0.0,0,7.0,11.0,0.64,Medium High,0.0,0.19,2.0,0.5,0.89,Above and Underground Network,High,4.5,High,1.9,High,High,Low,YES,0.29,108.0,54.0,NO,NO,NO,NO,NONE,0.8200000000000001,4362.0,78569.07216494846,Poles Reserved Below Average,High Growth
BK35,Stuyvesant Heights,Brooklyn,67371,59805.37,25660,1.13,41,0.58,Low,0.74,Medium High,0.11,High,2.4,Medium High,1.4,Medium-High,3,Medium High,0.34,High,1.0,1.0,5,6,3,True,729.0,25660.0,26389.0,644.0,High,66457.0,1426.0,5014.0,140.0,3004.0,False,13.0,29.0,9.0,0.0,Medium Low,94.0,23.0,40.0,0.0,19.0,3.0,5,5.0,17.0,0.54,Medium Low,0.0,0.88,1.0,0.0,1.0,Above and Underground Network,High,4.5,High,2.24,High,High,Low,YES,0.21,95.0,6.0,NO,NO,NO,NO,NONE,0.6599999999999999,-914.0,58811.50442477877,Poles Reserved Below Average,Unknown
BK37,Park Slope-Gowanus,Brooklyn,73881,48455.42,31067,1.52,53,0.86,High,0.86,High,0.04,Medium Low,2.7,High,1.4,Medium-High,3,Medium High,0.27,High,1.0,1.0,4,35,27,True,2063.0,31067.0,33130.0,625.0,Medium High,76920.0,235.0,1361.0,188.0,0.0,True,0.0,17.0,12.0,0.0,Medium Low,115.0,173.0,15.0,0.0,40.0,27.0,3,16.0,30.0,0.87,Medium High,0.0,0.35,2.0,0.05,0.94,Above and Underground Network,Average,4.5,High,2.83,High,Average,Average,YES,0.54,45.0,35.0,NO,NO,NO,NO,NONE,0.73,3039.0,50605.26315789473,Poles Reserved Above Average,Unknown
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn,42245,41359.23,18161,1.02,53,0.81,High,0.8,High,0.05,Medium High,2.5,Medium High,2.0,High,6,High,0.08,Medium Low,1.0,1.0,1,125,106,True,2601.0,18161.0,20762.0,392.0,Medium Low,68500.0,795.0,2190.0,466.0,5098.0,False,10.0,24.0,21.0,0.0,High,102.0,135.0,31.0,0.0,24.0,21.0,5,20.0,24.0,0.83,Medium High,0.0,0.37,2.0,0.0,0.94,Underground Network Areas,Average,4.5,High,1.73,High,Average,Average,YES,0.43,111.0,8.0,NO,NO,NO,NO,NONE,0.92,26255.0,67156.86274509804,Poles Reserved Above Average,Unknown
BK40,Windsor Terrace,Brooklyn,22031,43742.97,9260,0.5,25,0.82,High,0.77,High,0.04,Medium Low,2.5,Medium High,1.2,Medium-Low,3,Medium High,0.39,High,1.0,1.0,1,3,0,False,1944.0,9260.0,11204.0,448.0,Medium High,22287.0,192.0,489.0,0.0,0.0,False,0.0,7.0,2.0,0.0,Low,44.0,15.0,9.0,0.0,4.0,0.0,0,2.0,6.0,0.32,Low,0.0,0.62,2.0,0.0,1.0,Underground Network Areas,Average,4.0,Average,0.95,Medium High,Average,Average,YES,0.21,143.0,37.0,NO,NO,NO,NO,NONE,0.61,256.0,44574.0,Poles Reserved Below Average,Low Growth
BK41,Kensington-Ocean Parkway,Brooklyn,37676,66091.15,12228,0.57,20,0.71,Medium High,0.69,Medium Low,0.04,Medium Low,2.3,Medium High,1.0,Low,2,Medium Low,0.7,High,1.0,1.0,1,2,0,False,1801.0,12228.0,14029.0,701.0,High,39283.0,247.0,2682.0,0.0,0.0,False,0.0,5.0,1.0,0.0,Low,37.0,57.0,4.0,0.0,4.0,0.0,1,5.0,8.0,0.65,Medium High,0.0,0.79,1.0,0.07,1.0,Above and Underground Network,Average,4.5,High,1.19,Medium High,Average,Average,YES,0.46,111.0,11.0,NO,NO,NO,NO,NONE,0.30000000000000004,1607.0,68917.54385964913,Poles Reserved Below Average,Unknown
BK42,Flatbush,Brooklyn,108653,66937.54,38532,1.62,54,0.68,Medium Low,0.69,Medium Low,0.05,Medium High,2.5,Medium High,1.5,Medium-High,3,Medium High,0.32,High,1.0,1.0,6,9,6,True,1517.0,38532.0,40049.0,742.0,High,110084.0,1663.0,7305.0,52.0,0.0,False,0.0,10.0,8.0,0.0,Medium Low,91.0,208.0,22.0,0.0,13.0,6.0,13,13.0,16.0,0.54,Medium Low,0.0,0.63,1.0,0.06,1.0,Above and Underground Network,High,4.5,High,3.42,High,High,Low,YES,0.51,110.0,30.0,NO,NO,NO,NO,NONE,0.6799999999999999,1431.0,67953.08641975308,Poles Reserved Above Average,Unknown
BK43,Midwood,Brooklyn,53377,41568.95,18840,1.28,38,0.66,Medium Low,0.62,Low,0.06,High,2.7,High,1.5,Medium-High,4,High,0.14,Medium High,1.0,0.98,2,1,0,False,1708.0,18840.0,20548.0,541.0,Medium High,58126.0,526.0,3580.0,0.0,0.0,False,0.0,6.0,6.0,0.0,Medium Low,49.0,128.0,18.0,0.0,8.0,0.0,1,9.0,8.0,0.45,Medium Low,0.0,0.28,2.0,0.84,0.81,Above and Underground Network,Average,4.5,High,1.74,High,Average,Average,YES,0.3,135.0,50.0,NO,NO,NO,NO,NONE,0.86,4749.0,45410.9375,Poles Reserved Above Average,Unknown
BK44,Madison,Brooklyn,40122,40855.94,14900,0.98,31,0.75,Medium High,0.65,Low,0.05,Medium High,2.0,Medium High,1.2,Medium-Low,3,Medium High,0.02,Low,1.0,0.98,2,1,0,False,2125.0,14900.0,17025.0,549.0,Medium High,43649.0,408.0,2217.0,0.0,0.0,False,0.0,3.0,1.0,0.0,Low,39.0,147.0,21.0,1.0,1.0,0.0,3,5.0,13.0,0.58,Medium Low,0.0,1.0,2.0,1.0,0.44,Above and Underground Network,Average,4.5,High,1.45,High,Average,Average,YES,0.27,87.0,0.0,NO,NO,NO,NO,NONE,0.98,3527.0,44539.795918367345,Poles Reserved Below Average,Low Growth
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Brooklyn,47997,19301.16,16591,2.49,70,0.76,Medium High,0.69,Medium Low,0.04,Medium Low,2.0,Medium Low,1.2,Medium-Low,3,Medium High,0.05,Low,0.99,0.93,1,2,0,False,1823.0,16591.0,18414.0,263.0,Medium Low,48817.0,244.0,1292.0,0.0,0.0,False,0.0,7.0,9.0,0.0,Medium Low,37.0,46.0,18.0,0.0,3.0,0.0,1,2.0,11.0,0.19,Low,0.0,1.0,1.0,0.85,0.01,Above and Underground Network,Low,3.0,Low,1.59,High,Low,High,NO,0.02,115.0,90.0,NO,NO,NO,NO,NONE,0.95,820.0,19605.220883534133,Poles Reserved Below Average,Low Growth
BK46,Ocean Parkway South,Brooklyn,21253,33321.92,6855,0.64,21,0.63,Medium Low,0.6,Low,0.06,High,2.9,High,1.1,Low,2,Medium Low,0.1,Medium Low,1.0,1.0,0,0,0,False,2196.0,6855.0,9051.0,431.0,Medium Low,24192.0,170.0,1295.0,0.0,0.0,False,0.0,1.0,0.0,0.0,Low,18.0,51.0,4.0,0.0,0.0,0.0,0,1.0,2.0,0.14,Low,0.0,0.11,1.0,0.8,1.0,Above and Underground Network,Average,4.0,Average,0.77,Medium Low,Average,Average,YES,0.12,100.0,32.0,YES,YES,NO,NO,Average to high underground interference from existing utilities.,0.9,2939.0,37800.0,Poles Reserved Below Average,Low Growth
BK50,Canarsie,Brooklyn,88367,30008.6,28895,2.94,81,0.77,High,0.76,High,0.04,Medium Low,2.1,Medium High,1.4,Medium-High,3,Medium High,0.07,Medium Low,0.99,0.94,1,2,0,False,997.0,28895.0,29892.0,369.0,Medium Low,86082.0,1101.0,4304.0,0.0,3205.0,True,5.0,21.0,13.0,0.0,Low,109.0,98.0,21.0,0.0,10.0,0.0,2,18.0,16.0,0.42,Medium Low,0.0,0.85,2.0,0.98,0.0,Above and Underground Network,Average,4.0,Average,2.54,High,Average,Average,YES,0.06,63.0,24.0,YES,YES,YES,NO,"High make-ready requirements. Of the sample poles surveyed 33% required make-ready, and 33% required pole replacement. 
General findings for this area include; the presence of call boxes and low voltage wires on pole lines, and spacing issues with current utility attachments in the telecom space.",0.9299999999999999,-2285.0,29279.591836734693,Poles Reserved Above Average,Low Growth
BK58,Flatlands,Brooklyn,72540,37216.58,23087,1.95,64,0.76,Medium High,0.7,Medium Low,0.04,Medium Low,2.4,Medium High,1.5,Medium-High,4,High,0.08,Medium Low,1.0,0.95,3,2,0,False,1596.0,23087.0,24683.0,386.0,Medium Low,68335.0,810.0,2939.0,0.0,1188.0,True,2.0,4.0,15.0,0.0,Low,70.0,156.0,21.0,0.0,12.0,0.0,8,8.0,2.0,0.16,Low,0.0,0.47,3.0,1.0,0.08,Above and Underground Network,Average,4.0,Average,2.11,High,Average,Average,YES,0.03,66.0,21.0,NO,NO,NO,NO,NONE,0.92,-4205.0,35043.58974358974,Poles Reserved Below Average,Low Growth
BK60,Prospect Lefferts Gardens-Wingate,Brooklyn,69363,61122.1,26574,1.13,32,0.65,Medium Low,0.64,Low,0.04,Medium Low,2.7,High,1.7,High,4,High,0.21,Medium High,1.0,1.0,3,20,9,True,899.0,26574.0,27473.0,859.0,High,78810.0,1295.0,4054.0,151.0,266.0,False,1.0,15.0,7.0,2.0,Medium Low,91.0,81.0,33.0,0.0,23.0,9.0,15,9.0,17.0,0.81,Medium High,0.0,0.52,1.0,0.19,1.0,Above and Underground Network,High,4.5,High,2.35,High,High,Low,YES,0.7,109.0,12.0,NO,NO,NO,NO,NONE,0.79,9447.0,69743.36283185841,Poles Reserved Above Average,High Growth
BK61,Crown Heights North,Brooklyn,107134,57864.19,45959,1.85,62,0.63,Medium Low,0.71,Medium High,0.06,High,2.4,Medium High,1.4,Medium-High,3,Medium High,0.23,High,1.0,1.0,7,44,27,True,769.0,43928.0,44697.0,721.0,High,120199.0,2912.0,8146.0,179.0,4194.0,False,11.0,23.0,29.0,0.0,Medium High,114.0,95.0,53.0,0.0,29.0,27.0,19,18.0,35.0,0.85,Medium High,0.0,0.66,2.0,0.24,1.0,Above and Underground Network,High,4.5,High,3.76,High,High,Low,YES,0.56,53.0,34.0,NO,NO,NO,NO,NONE,0.77,13065.0,64972.432432432426,Poles Reserved Above Average,High Growth
BK63,Crown Heights South,Brooklyn,41962,73165.02,13079,0.57,20,0.68,Medium Low,0.65,Low,0.04,Medium Low,2.4,Medium High,1.5,Medium-High,3,Medium High,0.33,High,1.0,1.0,0,11,8,True,780.0,15110.0,15890.0,795.0,High,45185.0,719.0,2725.0,0.0,0.0,False,0.0,14.0,11.0,0.0,Low,43.0,52.0,14.0,0.0,21.0,8.0,5,7.0,11.0,0.9,Medium High,0.0,0.69,2.0,0.01,1.0,Above and Underground Network,High,4.5,High,1.34,Medium High,High,Low,YES,0.54,45.0,38.0,NO,NO,NO,NO,NONE,0.6699999999999999,3223.0,79271.9298245614,Poles Reserved Below Average,Unknown
BK64,Prospect Heights,Brooklyn,20493,55846.77,9419,0.37,13,0.85,High,0.84,High,0.02,Low,3.0,High,2.2,High,4,High,0.12,Medium High,1.0,1.0,0,15,14,True,1173.0,9419.0,10592.0,815.0,High,26853.0,236.0,559.0,54.0,0.0,False,0.0,5.0,4.0,0.0,Medium Low,31.0,48.0,7.0,0.0,12.0,14.0,5,2.0,13.0,1.15,High,0.0,0.16,1.0,0.0,1.0,Underground Network Areas,High,4.5,High,0.89,Medium High,High,Low,YES,0.46,110.0,0.0,NO,NO,NO,NO,NONE,0.88,6360.0,72575.67567567568,Poles Reserved Below Average,High Growth
BK68,Fort Greene,Brooklyn,30288,51230.88,12863,0.59,24,0.75,Medium High,0.75,Medium High,0.04,Medium Low,2.5,High,2.0,High,4,High,0.06,Medium Low,1.0,1.0,2,46,20,True,1779.0,12863.0,14642.0,610.0,Medium High,35169.0,700.0,1753.0,59.0,3799.0,False,5.0,12.0,4.0,2.0,High,47.0,39.0,14.0,1.0,10.0,6.0,6,6.0,15.0,0.88,Medium High,0.0,0.41,1.0,0.0,1.0,Underground Network Areas,Average,4.5,High,1.22,Medium High,Average,Average,YES,0.86,78.0,0.0,YES,YES,NO,NO,Average underground interference from existing utilities.,0.94,4881.0,59608.47457627119,Poles Reserved Below Average,High Growth
BK69,Clinton Hill,Brooklyn,38655,52498.59,16212,0.74,27,0.75,Medium High,0.79,High,0.04,Medium Low,2.8,High,1.7,High,4,High,0.16,Medium High,1.0,1.0,3,15,9,True,1188.0,16212.0,17400.0,644.0,High,42908.0,371.0,1251.0,78.0,0.0,False,0.0,11.0,6.0,0.0,Low,73.0,51.0,17.0,0.0,33.0,9.0,9,5.0,12.0,0.63,Medium High,0.0,0.35,1.0,0.0,1.0,Underground Network Areas,High,4.5,High,1.45,High,High,Low,YES,0.61,149.0,34.0,NO,NO,NO,NO,NONE,0.84,4253.0,57983.78378378379,Poles Reserved Below Average,High Growth
BK72,Williamsburg,Brooklyn,33767,81227.34,8339,0.42,19,0.23,Low,0.34,Low,0.04,Medium Low,2.3,Medium High,1.1,Low,2,Medium Low,0.5,High,1.0,1.0,1,1,0,False,1840.0,8339.0,10179.0,536.0,Medium High,44875.0,580.0,4469.0,0.0,1269.0,False,4.0,6.0,2.0,0.0,Medium Low,40.0,22.0,7.0,0.0,2.0,0.0,3,6.0,6.0,0.63,Medium High,0.0,0.59,1.0,0.0,1.0,Underground Network Areas,Average,4.5,High,0.86,Medium Low,Average,Average,YES,0.83,82.0,0.0,NO,NO,NO,NO,NONE,0.5,11108.0,106845.2380952381,Poles Reserved Below Average,High Growth
